action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0105,PRO008,monitor,17,22.0,Ready
ACT0106,PRO027,monitor,42,18.8,Proposed
ACT0107,PRO017,escalate,33,8.5,In Review
ACT0108,PRO014,document,27,4.1,Ready
ACT0109,PRO006,document,16,22.5,In Review
ACT0110,PRO025,validate,30,17.9,Complete
ACT0111,PRO019,document,10,20.6,Proposed
ACT0112,PRO017,escalate,5,13.5,Proposed
ACT0113,PRO006,escalate,10,4.3,Complete
ACT0114,PRO012,prioritize,33,21.9,Complete
ACT0115,PRO003,document,14,13.6,Complete
ACT0116,PRO017,validate,29,21.7,Complete
ACT0117,PRO007,prioritize,11,23.5,In Review
ACT0118,PRO018,automate,7,9.5,Ready
ACT0119,PRO034,prioritize,18,21.9,Ready
ACT0120,PRO008,prioritize,39,5.4,In Review
ACT0121,PRO031,document,26,12.5,Proposed
ACT0122,PRO031,monitor,24,22.3,Complete
ACT0123,PRO027,validate,23,22.0,Proposed
ACT0124,PRO017,monitor,6,20.2,Ready
ACT0125,PRO003,monitor,31,12.8,Ready
ACT0126,PRO018,prioritize,39,3.1,Proposed
ACT0127,PRO002,document,8,23.8,In Review
ACT0128,PRO032,escalate,17,14.7,In Review
ACT0129,PRO024,document,35,9.1,Complete
ACT0130,PRO030,document,12,14.3,In Review
ACT0131,PRO023,automate,33,19.9,Proposed
ACT0132,PRO011,escalate,38,13.3,Complete
ACT0133,PRO036,automate,21,3.3,Ready
ACT0134,PRO017,automate,9,6.4,Ready
ACT0135,PRO035,automate,21,9.4,Proposed
ACT0136,PRO031,validate,21,16.7,Ready
ACT0137,PRO017,monitor,16,6.2,Complete
ACT0138,PRO005,prioritize,29,6.4,Complete
ACT0139,PRO010,document,40,3.8,Complete
ACT0140,PRO007,prioritize,29,7.6,In Review
ACT0141,PRO008,automate,36,4.5,Proposed
ACT0142,PRO027,automate,39,16.1,In Review
ACT0143,PRO004,escalate,6,22.5,In Review
ACT0144,PRO005,document,13,15.2,Proposed
ACT0145,PRO015,automate,23,7.3,In Review
ACT0146,PRO002,escalate,22,16.9,Ready
ACT0147,PRO024,validate,20,20.3,In Review
ACT0148,PRO007,escalate,44,22.9,Ready
ACT0149,PRO008,monitor,12,21.5,Ready
ACT0150,PRO033,prioritize,40,22.1,In Review
ACT0151,PRO005,automate,35,4.5,Proposed
ACT0152,PRO036,automate,8,11.1,Proposed
ACT0153,PRO034,prioritize,8,6.8,Ready
ACT0154,PRO014,automate,16,9.7,Proposed
ACT0155,PRO023,prioritize,35,10.7,Proposed
ACT0156,PRO016,validate,16,20.6,Ready
ACT0157,PRO006,automate,25,20.8,In Review
ACT0158,PRO030,monitor,4,18.9,Ready
ACT0159,PRO035,automate,14,8.1,Ready
ACT0160,PRO007,validate,11,11.0,In Review
ACT0161,PRO003,prioritize,4,22.9,Ready
ACT0162,PRO020,prioritize,8,13.4,Ready
ACT0163,PRO029,escalate,3,7.7,Proposed
ACT0164,PRO030,prioritize,7,3.6,Proposed
ACT0165,PRO024,escalate,43,19.7,Ready
ACT0166,PRO014,automate,19,23.2,Proposed
ACT0167,PRO011,automate,10,15.2,Ready
ACT0168,PRO024,automate,28,9.9,Proposed
ACT0169,PRO008,validate,7,11.1,Ready
ACT0170,PRO028,automate,6,5.2,In Review
ACT0171,PRO010,escalate,38,3.9,Ready
ACT0172,PRO010,document,42,2.4,In Review
ACT0173,PRO030,prioritize,8,11.2,Proposed
ACT0174,PRO023,automate,23,10.6,Ready
ACT0175,PRO003,validate,31,20.8,Proposed
ACT0176,PRO033,automate,6,13.5,Complete
ACT0177,PRO035,validate,24,10.5,Complete
ACT0178,PRO019,automate,11,21.6,Proposed
ACT0179,PRO012,automate,43,20.0,Ready
ACT0180,PRO024,document,39,12.7,Ready
ACT0181,PRO020,escalate,31,11.9,Complete
ACT0182,PRO029,prioritize,31,13.7,Proposed
ACT0183,PRO027,automate,37,8.1,Complete
ACT0184,PRO030,validate,20,12.3,Complete
ACT0185,PRO018,escalate,24,15.8,Ready
ACT0186,PRO023,validate,19,12.1,Proposed
ACT0187,PRO031,automate,31,19.9,In Review
ACT0188,PRO005,automate,32,17.3,Complete
ACT0189,PRO013,automate,37,11.9,In Review
ACT0190,PRO011,prioritize,22,6.2,Complete
ACT0191,PRO014,monitor,6,13.1,Proposed
ACT0192,PRO008,document,5,18.0,Ready
ACT0193,PRO005,document,6,16.3,In Review
ACT0194,PRO031,monitor,10,7.3,Proposed
ACT0195,PRO020,monitor,36,3.7,Complete
ACT0196,PRO007,validate,14,3.6,Complete
ACT0197,PRO013,prioritize,30,3.4,Ready
ACT0198,PRO006,escalate,5,14.5,In Review
ACT0199,PRO021,automate,9,14.3,In Review
ACT0200,PRO027,automate,37,7.5,In Review
ACT0201,PRO008,document,20,2.7,Proposed
ACT0202,PRO009,monitor,39,8.9,In Review
ACT0203,PRO001,validate,41,13.2,In Review
ACT0204,PRO006,monitor,5,21.0,Proposed
ACT0205,PRO015,prioritize,16,21.3,Ready
ACT0206,PRO036,escalate,30,16.1,In Review
ACT0207,PRO003,document,9,22.1,Ready
ACT0208,PRO019,monitor,21,16.4,Proposed
ACT0209,PRO015,escalate,16,8.8,Ready
ACT0210,PRO027,validate,19,17.2,In Review
ACT0211,PRO020,monitor,44,8.0,Ready
ACT0212,PRO012,automate,23,14.4,Proposed
ACT0213,PRO036,validate,42,20.2,Complete
ACT0214,PRO018,prioritize,17,20.6,Proposed
ACT0215,PRO015,escalate,4,15.2,Proposed
ACT0216,PRO009,automate,26,9.2,Proposed
ACT0217,PRO005,escalate,10,11.2,Ready
ACT0218,PRO026,automate,30,22.8,Ready
ACT0219,PRO033,escalate,9,5.8,Complete
ACT0220,PRO023,escalate,28,5.1,Complete
